speciesid,spec_code,genus,species,f_bname,kingdom,phylum,class,order,family,v11,v12
Fis-26736,7870,Uropterygius,macrocephalus,Needle-tooth moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-47953,7871,Blenniella,gibbifrons,Hump-headed blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-62912,7872,Parapercis,schauinslandii,Redspotted sandperch,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae,,
Fis-26739,7873,Caracanthus,maculatus,Spotted coral croucher,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-26740,7874,Pseudanthias,bicolor,Bicolor anthias,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-10312,7878,Parupeneus,macronemus,Long-barbel goatfish,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,,
Fis-26744,7880,Gymnomuraena,zebra,Zebra moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-32568,7881,Gymnothorax,breedeni,Blackcheek moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-26747,7884,Gymnothorax,phasmatodes,Ghost moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-26749,7887,Parachaetodon,ocellatus,Sixspine butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-26750,7888,Dicrolene,multifilis,Slender brotula,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-32569,7889,Glyptophidium,longipes,Bigeye brotula,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-32570,7890,Selachophidium,guentheri,Barbed brotula,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,,
Fis-32572,7892,Histiopterus,typus,Sailfin armourhead,Animalia,Chordata,Actinopterygii,Perciformes,Pentacerotidae,Medium,
Fis-32573,7893,Pentaceros,capensis,Cape armourhead,Animalia,Chordata,Actinopterygii,Perciformes,Pentacerotidae,,
Fis-26751,7894,Bembrops,platyrhynchus,Natal duckbill,Animalia,Chordata,Actinopterygii,Perciformes,Percophidae,,
Fis-164001,7895,Cociella,crocodilus,Crocodile flathead,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,,
Fis-26752,7896,Papilloculiceps,longiceps,Tentacled flathead,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,,
Fis-26753,7897,Sorsogona,prionota,Halfspined flathead,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,,
Fis-26754,7898,Marleyella,bicolorata,Comb flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,
Fis-32574,7899,Paralichthodes,algoensis,Peppered flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,
Fis-32575,7900,Plotosus,nkunga,Stinging eel catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Plotosidae,,
Fis-26755,7901,Polydactylus,plebeius,Striped threadfin,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,High,
Fis-26756,7902,Pomacanthus,annularis,Bluering angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,,
Fis-26757,7903,Pomacanthus,maculosus,Yellowbar angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,,
Fis-26759,7905,Pristigenys,niphonia,Japanese bigeye,Animalia,Chordata,Actinopterygii,Perciformes,Priacanthidae,,
Fis-26760,7906,Hipposcarus,harid,Candelamoa parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-123148,7907,Chlorurus,atrilunula,Bluemoon parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-26761,7908,Scarus,caudofasciatus,Redbarred parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-123150,7910,Chlorurus,enneacanthus,Captain parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-26762,7911,Scarus,falcipinnis,Sicklefin parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-32579,7912,Scarus,russelii,Eclipse parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-32580,7913,Scarus,scaber,Fivesaddle parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-26763,7914,Scarus,viridifucatus,Roundhead parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-26764,7915,Scatophagus,tetracanthus,Scatty,Animalia,Chordata,Actinopterygii,Perciformes,Scatophagidae,,
Fis-32581,7916,Argyrosomus,thorpei,Squaretail kob,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-150113,7917,Parapterois,heterura,Blackfoot firefish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-26766,7918,Scorpaenopsis,gibbosa,Humpbacked scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-26767,7919,Scorpaenopsis,venosa,Raggy scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,,
Fis-26768,7920,Acanthistius,sebastoides,Koester,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-161848,7923,Meganthias,natalensis,Gorgeous swallowtail,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
Fis-26770,7927,Pardachirus,morrowi,Persian carpet sole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,,
Fis-32585,7929,Synaptura,marginata,White-margined sole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,,
Fis-26772,7931,Crenidens,crenidens,Karanteen seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-26774,7933,Polyamblyodon,germanum,German seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-32586,7935,Polysteganus,coeruleopunctatus,Blueskin seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-32588,7937,Sphyraena,flavicauda,Yellowtail barracuda,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,,
Fis-32589,7938,Sphyraena,putnamae,Sawtooth barracuda,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,,
Fis-32590,7939,Sphyraena,qenie,Blackfin barracuda,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,,
Fis-32591,7941,Synodus,hoshinonis,Blackear lizardfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,,
Fis-26776,7942,Synodus,indicus,Indian lizardfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,,
Fis-32592,7943,Synodus,jaculum,Lighthouse lizardfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,,
Fis-26778,7945,Pelates,quadrilineatus,Fourlined terapon,Animalia,Chordata,Actinopterygii,Perciformes,Terapontidae,,
Fis-26779,7946,Terapon,puta,Small-scaled terapon,Animalia,Chordata,Actinopterygii,Perciformes,Terapontidae,,
Fis-26780,7947,Tentoriceps,cristatus,Crested hairtail,Animalia,Chordata,Actinopterygii,Perciformes,Trichiuridae,,
Fis-26781,7948,Chelidonichthys,queketti,Lesser gurnard,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,,
Fis-32593,7949,Lepidotrigla,faurei,Scalybreast gurnard,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,,
Fis-32594,7950,Lepidotrigla,multispinosa,Indian Ocean spiny gurnard,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,,
Fis-32595,7951,Uranoscopus,archionema,,Animalia,Chordata,Actinopterygii,Perciformes,Uranoscopidae,,
Fis-32596,7952,Zeus,capensis,Cape dory,Animalia,Chordata,Actinopterygii,Zeiformes,Zeidae,,
Fis-32598,7954,Dasyatis,thetidis,Thorntail stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,,
Fis-32599,7956,Pristis,zijsron,Longcomb sawfish,Animalia,Chordata,Elasmobranchii,Pristiformes,Pristidae,,
Fis-131843,7962,Dipturus,springeri,Roughbelly skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,,
Fis-132550,7964,Leucoraja,wallacei,Yellowspotted skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,,
Fis-32610,7970,Torpedo,sinuspersici,Variable torpedo ray,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,,
Fis-32611,7971,Rhinoptera,javanica,Flapnose ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,,
Fis-32613,7973,Pseudochromis,natalensis,Natal dottyback,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,,
Fis-26789,7979,Pseudalutarius,nasicornis,Rhinoceros leatherjacket,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,,
Fis-32617,7986,Aeoliscus,punctulatus,Speckled shrimpfish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Centriscidae,,
Fis-32618,7987,Solenostomus,cyanopterus,Ghost pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Solenostomidae,,
Fis-26796,7997,Gymnammodytes,capensis,Cape sandlance,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,,
Fis-32623,8000,Opistognathus,muscatensis,Robust jawfish,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae,,
Fis-32625,8003,Pseudochromis,dutoiti,Dutoiti,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,,
Fis-26801,8004,Acanthoplesiops,indicus,Scottie,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae,,
Fis-32626,8005,Plesiops,coeruleolineatus,Crimsontip longfin,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae,,
Fis-147722,8006,Sillaginopodys,chondropus,Clubfoot sillago,Animalia,Chordata,Actinopterygii,Perciformes,Sillaginidae,,
Fis-32628,8008,Apogon,semiornatus,Oblique-banded cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-128107,8009,Lepidamia,multitaeniata,Smallscale cardinal,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-26802,8010,Fowleria,aurita,Crosseyed cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-10405,8011,Jaydia,queketti,Spotfin cardinal,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-10407,8012,Apogonichthyoides,nigripinnis,Bullseye,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-32632,8013,Chaetodon,marleyi,Doublesash butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-32633,8014,Chaetodon,falcula,Blackwedged butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-32634,8015,Chaetodon,blackburnii,Brownburnie,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-32635,8016,Ambassis,natalensis,Slender glassy,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,,
Fis-32636,8017,Amphiprion,akallopisos,Skunk clownfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-26803,8018,Abudefduf,sparoides,False-eye sergeant,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-26804,8019,Thalassoma,hebraicum,Goldbar wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-32637,8021,Halichoeres,lapillus,Jewelled wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-26806,8022,Pteragogus,flagellifer,Cocktail wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-32638,8023,Pteragogus,pelycus,Sideburn wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-26807,8024,Pteragogus,taeniops,Cheekbar wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-26808,8025,Stethojulis,albovittata,Bluelined wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-26809,8026,Coris,caudimacula,Spottail coris,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,,
Fis-153814,8028,Cubiceps,whiteleggii,Shadow driftfish,Animalia,Chordata,Actinopterygii,Perciformes,Nomeidae,,
Fis-26811,8030,Oxyurichthys,papuensis,Frogface goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26812,8031,Drombus,key,Key goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26813,8032,Priolepis,inhaca,Brick goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26815,8034,Eleotris,fusca,Dusky sleeper,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,,
Fis-26816,8035,Butis,butis,Duckbill sleeper,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,,
Fis-26817,8036,Butis,koilomatodon,Mud sleeper,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,,
Fis-26818,8037,Hetereleotris,zonata,Goggles,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-26819,8038,Omobranchus,fasciolatus,Arab blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-26820,8039,Omobranchus,elongatus,Cloister blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-10516,8040,Aspidontus,tractus,,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-26821,8041,Antennablennius,bifilum,Horned rockskipper,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-32641,8042,Antennablennius,australis,Moustached rockskipper,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-47995,8043,Istiblennius,bellus,Imspringer,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,,
Fis-26823,8045,Pavoclinus,laurentii,Rippled klipfish,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,,
Fis-59870,8046,Helcogramma,obtusirostris,Hotlips triplefin,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,,
Fis-26825,8048,Ptarmus,jubatus,Crested scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Aploactinidae,,
Fis-32644,8050,Lepadichthys,coccinotaenia,Eyestripe clingfish,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,,
Fis-32645,8051,Moringua,microchir,Lesser thrush eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Moringuidae,,
Fis-26827,8052,Cirrhimuraena,playfairii,Fringelip snake-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-26828,8053,Myrichthys,colubrinus,Harlequin snake eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-26829,8054,Pisodonophis,cancrivorus,Longfin snake-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-26830,8055,Pisodonophis,boro,Rice-paddy eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-26831,8056,Ophichthus,apicalis,Bluntnose snake-eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,,
Fis-143429,8058,Gymnothorax,griseus,Geometric moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,,
Fis-140737,8059,Paramonacanthus,frenatus,Wedgetail filefish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,,
Fis-26834,8060,Tetrosomus,concatenatus,Triangular boxfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,,
Fis-26838,8067,Lophodiodon,calori,Four-bar porcupinefish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,,
Fis-26839,8068,Lagocephalus,inermis,Smooth blaasop,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-26842,8071,Amblyrhynchotes,honckenii,Evileye blaasop,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-26843,8072,Tylerius,spinosissimus,Spiny blaasop,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-32650,8073,Chelonodon,laticeps,Bluespotted blaasop,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-26844,8074,Antennarius,hispidus,Shaggy angler,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,,
Fis-26845,8075,Parapercis,pulchella,Harlequin sandsmelt,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae,,
Fis-32653,8083,Chaetodon,leucopleura,Somali butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,,
Fis-32654,8084,Gymnocranius,elongatus,Forktail large-eye bream,Animalia,Chordata,Actinopterygii,Perciformes,Lethrinidae,,
Fis-32655,8085,Halicmetus,ruber,,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,,
Fis-32669,8102,Gymnocrotaphus,curvidens,Janbruin,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-26858,8112,Diplodus,noct,Red Sea seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,,
Fis-32678,8119,Saurida,nebulosa,Clouded lizardfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,,
Fis-26861,8121,Strongylura,incisa,Reef needlefish,Animalia,Chordata,Actinopterygii,Beloniformes,Belonidae,,
Fis-10767,8123,Asterorhombus,intermedius,Intermediate flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,,
Fis-128251,8127,Pristotis,obtusirostris,Gulf damselfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-26866,8129,Tetrosomus,gibbosus,Humpback turretfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,,
Fis-32700,8167,Plotosus,canius,Gray eel-catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Plotosidae,,
Fis-32706,8178,Anacanthus,barbatus,Bearded leatherjacket,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,,
Fis-32707,8179,Halieutaea,fumosa,Smoky seabat,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,,
Fis-26889,8180,Lagocephalus,spadiceus,Half-smooth golden pufferfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-26891,8183,Monocentris,japonica,Pineconefish,Animalia,Chordata,Actinopterygii,Beryciformes,Monocentridae,,
Fis-26894,8188,Parapercis,alboguttata,Whitespot sandsmelt,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae,,
Fis-26895,8191,Pseudotriacanthus,strigilifer,Long-spined tripodfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Triacanthidae,,
Fis-26896,8192,Rhynchostracion,nasus,Shortnose boxfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,,
Fis-32713,8194,Zebrias,quagga,Fringefin zebra sole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,,
Fis-21801,8203,Pastinachus,sephen,Cowtail stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,,
Fis-26902,8205,Dasyatis,zugei,Pale-edged stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,,
Fis-26903,8206,Narcine,timlei,Spotted numbfish,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narcinidae,,
Fis-26905,8209,Neopomacentrus,cyanomos,Regal demoiselle,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-26906,8211,Anoxypristis,cuspidata,Pointed sawfish,Animalia,Chordata,Elasmobranchii,Pristiformes,Pristidae,,
Fis-26907,8212,Psammoperca,waigiensis,Waigieu seaperch,Animalia,Chordata,Actinopterygii,Perciformes,Latidae,,
Fis-162433,8214,Paratrypauchen,microcephalus,Comb goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,,
Fis-170291,8231,Jaydia,lineata,Indian perch,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,,
Fis-32731,8235,Brachypleura,novaezeelandiae,Yellow-dabbled flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Citharidae,,
Fis-32734,8238,Cynoglossus,lingua,Long tongue sole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,,
Fis-124414,8239,Dactyloptena,macracantha,Spotwing flying gurnard,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Dactylopteridae,,
Fis-26920,8243,Ephippus,orbis,Orbfish,Animalia,Chordata,Actinopterygii,Perciformes,Ephippidae,,
Fis-26932,8260,Gymnura,poecilura,Long-tailed butterfly ray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Gymnuridae,,
Fis-26934,8262,Hyporhamphus,quoyi,Quoy's garfish,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,,
Fis-26935,8263,Lagocephalus,lunaris,Lunartail puffer,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-26940,8271,Pardachirus,pavoninus,Peacock sole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,,
Fis-32746,8277,Pomacentrus,tripunctatus,Threespot damsel,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,,
Fis-47151,8288,Ostracion,rhinorhynchos,Horn-nosed boxfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,,
Fis-32754,8290,Samaris,cristatus,Cockatoo righteye flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Samaridae,,
Fis-32759,8299,Synodus,macrops,Triplecross lizardfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,,
Fis-26952,8301,Takifugu,oblongus,Lattice blaasop,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-32761,8303,Uranoscopus,oligolepis,,Animalia,Chordata,Actinopterygii,Perciformes,Uranoscopidae,2015-2,High
Fis-21563,8305,Rogadius,asper,Olive-tailed flathead,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,,
Fis-26955,8307,Torquigener,hypselogeneion,Orange-spotted toadfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,,
Fis-26956,8308,Chrysochir,aureus,Reeve's croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-26958,8310,Panna,microdon,Panna croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-26959,8311,Paranibea,semiluctuosa,Half-mourning croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-10975,8312,Brachirus,orientalis,Oriental sole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,,
Fis-26961,8313,Hyporhamphus,limbatus,Congaturi halfbeak,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,,
Fis-26963,8315,Plectorhinchus,pictus,Trout sweetlips,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,,
Fis-26965,8320,Valamugil,speigleri,Speigler's mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,,
Fis-150744,8323,Liachirus,melanospilos,Carpet sole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,,
Fis-26994,8393,Pterotolithus,maculatus,Blotched tiger-toothed croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,,
Fis-119366,8394,Chlorurus,oedema,Knothead parrotfish,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,,
Fis-32815,8422,Bregmaceros,nectabanus,Smallscale codlet,Animalia,Chordata,Actinopterygii,Gadiformes,Bregmacerotidae,,
Fis-32819,8432,Liopropoma,mitratum,Pinstriped basslet,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,,
